invoice_id,customer_id,amount_usd,status,created_at,subscription_plan
INV-STRIPE-100082,CUST-6552,999.0,Failed,2025-04-16 00:00:00,Enterprise
INV-STRIPE-100083,CUST-6562,49.0,Failed,2025-04-13 00:00:00,Basic
INV-STRIPE-100084,CUST-8124,999.0,Failed,2025-02-24 00:00:00,Enterprise
INV-STRIPE-100085,CUST-6730,199.0,Refunded,2025-01-29 00:00:00,Professional
INV-STRIPE-100086,CUST-8868,49.0,Failed,2025-07-08 00:00:00,Basic
INV-STRIPE-100087,CUST-6978,49.0,Paid,2025-08-22 00:00:00,Basic
INV-STRIPE-100088,CUST-8125,49.0,Refunded,2025-09-05 00:00:00,Basic
INV-STRIPE-100089,CUST-7877,199.0,Paid,2025-11-02 00:00:00,Professional
INV-STRIPE-100090,CUST-7794,49.0,Refunded,2025-10-18 00:00:00,Basic
INV-STRIPE-100091,CUST-5429,49.0,Paid,2025-11-11 00:00:00,Basic
INV-STRIPE-100092,CUST-7561,49.0,Refunded,2025-07-09 00:00:00,Basic
INV-STRIPE-100093,CUST-5193,49.0,Paid,2025-08-24 00:00:00,Basic
INV-STRIPE-100094,CUST-5408,999.0,Paid,2025-01-09 00:00:00,Enterprise
INV-STRIPE-100095,CUST-6641,199.0,Failed,2025-09-10 00:00:00,Professional
INV-STRIPE-100096,CUST-5126,999.0,Refunded,2025-11-15 00:00:00,Enterprise
INV-STRIPE-100097,CUST-9929,49.0,Paid,2025-03-25 00:00:00,Basic
INV-STRIPE-100098,CUST-5619,999.0,Paid,2025-11-26 00:00:00,Enterprise
INV-STRIPE-100099,CUST-5924,49.0,Refunded,2025-09-14 00:00:00,Basic
INV-STRIPE-100100,CUST-5245,49.0,Paid,2025-07-20 00:00:00,Basic
INV-STRIPE-100101,CUST-5909,199.0,Refunded,2025-09-05 00:00:00,Professional
INV-STRIPE-100102,CUST-9552,49.0,Failed,2025-03-24 00:00:00,Basic
INV-STRIPE-100103,CUST-8765,49.0,Paid,2025-03-29 00:00:00,Basic
INV-STRIPE-100104,CUST-8880,199.0,Failed,2025-06-20 00:00:00,Professional
INV-STRIPE-100105,CUST-5657,49.0,Paid,2025-10-14 00:00:00,Basic
INV-STRIPE-100106,CUST-8419,199.0,Paid,2025-09-03 00:00:00,Professional
INV-STRIPE-100107,CUST-6614,49.0,Paid,2025-05-20 00:00:00,Basic
INV-STRIPE-100108,CUST-9957,49.0,Paid,2025-02-22 00:00:00,Basic
INV-STRIPE-100109,CUST-8158,49.0,Paid,2025-08-21 00:00:00,Basic
INV-STRIPE-100110,CUST-6340,49.0,Paid,2025-03-02 00:00:00,Basic
INV-STRIPE-100111,CUST-7628,199.0,Refunded,2025-03-06 00:00:00,Professional
INV-STRIPE-100112,CUST-5852,999.0,Paid,2025-04-20 00:00:00,Enterprise
INV-STRIPE-100113,CUST-9019,199.0,Failed,2025-10-16 00:00:00,Professional
INV-STRIPE-100114,CUST-5526,999.0,Failed,2025-10-20 00:00:00,Enterprise
INV-STRIPE-100115,CUST-5717,49.0,Paid,2025-07-05 00:00:00,Basic
INV-STRIPE-100116,CUST-7038,49.0,Paid,2025-01-07 00:00:00,Basic
INV-STRIPE-100117,CUST-9400,49.0,Refunded,2025-01-04 00:00:00,Basic
INV-STRIPE-100118,CUST-8288,49.0,Refunded,2025-06-17 00:00:00,Basic
INV-STRIPE-100119,CUST-9815,49.0,Refunded,2025-07-17 00:00:00,Basic
INV-STRIPE-100120,CUST-8995,999.0,Refunded,2025-07-22 00:00:00,Enterprise
INV-STRIPE-100121,CUST-5065,49.0,Paid,2025-03-16 00:00:00,Basic
INV-STRIPE-100122,CUST-9440,999.0,Paid,2025-08-14 00:00:00,Enterprise
INV-STRIPE-100123,CUST-9078,49.0,Paid,2025-07-27 00:00:00,Basic
INV-STRIPE-100124,CUST-8005,199.0,Paid,2025-01-31 00:00:00,Professional
INV-STRIPE-100125,CUST-5499,199.0,Paid,2025-05-06 00:00:00,Professional
INV-STRIPE-100126,CUST-6974,999.0,Paid,2025-09-02 00:00:00,Enterprise
INV-STRIPE-100127,CUST-7169,999.0,Paid,2025-08-27 00:00:00,Enterprise
INV-STRIPE-100128,CUST-5292,999.0,Failed,2025-08-20 00:00:00,Enterprise
INV-STRIPE-100129,CUST-8818,49.0,Refunded,2025-10-16 00:00:00,Basic
INV-STRIPE-100130,CUST-8097,49.0,Failed,2025-04-26 00:00:00,Basic
INV-STRIPE-100131,CUST-8554,199.0,Paid,2025-10-23 00:00:00,Professional
INV-STRIPE-100132,CUST-9611,49.0,Failed,2025-03-23 00:00:00,Basic
INV-STRIPE-100133,CUST-9004,49.0,Paid,2025-02-12 00:00:00,Basic
INV-STRIPE-100134,CUST-9240,49.0,Paid,2025-11-27 00:00:00,Basic
INV-STRIPE-100135,CUST-9276,199.0,Paid,2025-07-08 00:00:00,Professional
INV-STRIPE-100136,CUST-8065,49.0,Refunded,2025-12-05 00:00:00,Basic
INV-STRIPE-100137,CUST-6354,999.0,Failed,2025-08-22 00:00:00,Enterprise
INV-STRIPE-100138,CUST-9325,49.0,Refunded,2025-02-16 00:00:00,Basic
INV-STRIPE-100139,CUST-5320,999.0,Refunded,2025-11-17 00:00:00,Enterprise
INV-STRIPE-100140,CUST-7450,999.0,Paid,2025-04-07 00:00:00,Enterprise
INV-STRIPE-100141,CUST-5093,199.0,Paid,2025-06-16 00:00:00,Professional
INV-STRIPE-100142,CUST-8677,49.0,Paid,2025-07-16 00:00:00,Basic
INV-STRIPE-100143,CUST-8706,199.0,Refunded,2025-04-12 00:00:00,Professional
INV-STRIPE-100144,CUST-6022,49.0,Paid,2025-09-15 00:00:00,Basic
INV-STRIPE-100145,CUST-9904,199.0,Paid,2025-08-27 00:00:00,Professional
INV-STRIPE-100146,CUST-8767,999.0,Paid,2025-09-04 00:00:00,Enterprise
INV-STRIPE-100147,CUST-5937,49.0,Paid,2025-01-27 00:00:00,Basic
INV-STRIPE-100148,CUST-8425,49.0,Paid,2025-07-19 00:00:00,Basic
INV-STRIPE-100149,CUST-6462,999.0,Refunded,2025-01-22 00:00:00,Enterprise
INV-STRIPE-100150,CUST-7264,49.0,Paid,2025-10-11 00:00:00,Basic
INV-STRIPE-100151,CUST-7647,49.0,Paid,2025-06-23 00:00:00,Basic
INV-STRIPE-100152,CUST-8212,49.0,Failed,2025-09-30 00:00:00,Basic
INV-STRIPE-100153,CUST-6294,999.0,Refunded,2025-09-04 00:00:00,Enterprise
INV-STRIPE-100154,CUST-8709,999.0,Refunded,2025-08-28 00:00:00,Enterprise
INV-STRIPE-100155,CUST-5838,199.0,Refunded,2025-11-04 00:00:00,Professional
INV-STRIPE-100156,CUST-6375,999.0,Paid,2025-02-25 00:00:00,Enterprise
INV-STRIPE-100157,CUST-9838,49.0,Refunded,2025-09-09 00:00:00,Basic
INV-STRIPE-100158,CUST-6523,49.0,Paid,2025-01-17 00:00:00,Basic
INV-STRIPE-100159,CUST-6250,999.0,Refunded,2025-01-17 00:00:00,Enterprise
INV-STRIPE-100160,CUST-7312,49.0,Paid,2025-09-06 00:00:00,Basic
INV-STRIPE-100161,CUST-9414,199.0,Paid,2025-10-31 00:00:00,Professional
INV-STRIPE-100162,CUST-6400,49.0,Paid,2025-12-18 00:00:00,Basic
INV-STRIPE-100163,CUST-5354,49.0,Paid,2025-05-21 00:00:00,Basic
INV-STRIPE-100164,CUST-9494,199.0,Failed,2025-12-06 00:00:00,Professional
INV-STRIPE-100165,CUST-5096,999.0,Failed,2025-01-07 00:00:00,Enterprise
INV-STRIPE-100166,CUST-5246,199.0,Paid,2025-04-01 00:00:00,Professional
INV-STRIPE-100167,CUST-9795,49.0,Refunded,2025-04-14 00:00:00,Basic
INV-STRIPE-100168,CUST-5274,199.0,Paid,2025-01-18 00:00:00,Professional
INV-STRIPE-100169,CUST-5694,999.0,Failed,2025-01-23 00:00:00,Enterprise
INV-STRIPE-100170,CUST-8652,999.0,Paid,2025-07-14 00:00:00,Enterprise
INV-STRIPE-100171,CUST-7265,199.0,Paid,2025-01-08 00:00:00,Professional
INV-STRIPE-100172,CUST-6240,49.0,Paid,2025-02-24 00:00:00,Basic
INV-STRIPE-100173,CUST-7810,49.0,Paid,2025-10-07 00:00:00,Basic
INV-STRIPE-100174,CUST-6767,199.0,Failed,2025-10-12 00:00:00,Professional
INV-STRIPE-100175,CUST-6609,49.0,Paid,2025-06-08 00:00:00,Basic
INV-STRIPE-100176,CUST-7928,999.0,Refunded,2025-05-06 00:00:00,Enterprise
INV-STRIPE-100177,CUST-9091,199.0,Paid,2025-07-01 00:00:00,Professional
INV-STRIPE-100178,CUST-5340,999.0,Paid,2025-12-31 00:00:00,Enterprise
INV-STRIPE-100179,CUST-7278,199.0,Failed,2025-06-24 00:00:00,Professional
INV-STRIPE-100180,CUST-6758,49.0,Paid,2025-05-24 00:00:00,Basic
INV-STRIPE-100181,CUST-9754,199.0,Paid,2025-11-03 00:00:00,Professional
INV-STRIPE-100182,CUST-8630,49.0,Paid,2025-09-26 00:00:00,Basic
INV-STRIPE-100183,CUST-8829,199.0,Paid,2025-09-20 00:00:00,Professional
INV-STRIPE-100184,CUST-9642,49.0,Paid,2025-12-12 00:00:00,Basic
INV-STRIPE-100185,CUST-7233,49.0,Paid,2025-02-08 00:00:00,Basic
INV-STRIPE-100186,CUST-9990,49.0,Failed,2025-04-01 00:00:00,Basic
INV-STRIPE-100187,CUST-8641,49.0,Paid,2025-09-27 00:00:00,Basic
INV-STRIPE-100188,CUST-8730,999.0,Paid,2025-03-25 00:00:00,Enterprise
INV-STRIPE-100189,CUST-9189,199.0,Paid,2025-12-19 00:00:00,Professional
INV-STRIPE-100190,CUST-5954,199.0,Paid,2025-08-11 00:00:00,Professional
INV-STRIPE-100191,CUST-5725,49.0,Refunded,2025-10-27 00:00:00,Basic
INV-STRIPE-100192,CUST-9569,49.0,Paid,2025-11-26 00:00:00,Basic
INV-STRIPE-100193,CUST-8231,49.0,Refunded,2025-03-05 00:00:00,Basic
INV-STRIPE-100194,CUST-7261,199.0,Refunded,2025-09-12 00:00:00,Professional
INV-STRIPE-100195,CUST-9755,49.0,Paid,2025-07-19 00:00:00,Basic
INV-STRIPE-100196,CUST-9369,999.0,Paid,2025-05-25 00:00:00,Enterprise
INV-STRIPE-100197,CUST-9722,199.0,Refunded,2025-07-22 00:00:00,Professional
INV-STRIPE-100198,CUST-7063,49.0,Paid,2025-07-18 00:00:00,Basic
INV-STRIPE-100199,CUST-9797,199.0,Paid,2025-02-13 00:00:00,Professional
INV-STRIPE-100200,CUST-7457,199.0,Paid,2025-02-21 00:00:00,Professional
INV-STRIPE-100201,CUST-5685,999.0,Refunded,2025-07-28 00:00:00,Enterprise
INV-STRIPE-100202,CUST-6080,49.0,Failed,2025-05-07 00:00:00,Basic
INV-STRIPE-100203,CUST-5579,999.0,Paid,2025-04-07 00:00:00,Enterprise
INV-STRIPE-100204,CUST-8106,199.0,Failed,2025-03-19 00:00:00,Professional
INV-STRIPE-100205,CUST-8098,49.0,Paid,2025-09-02 00:00:00,Basic
INV-STRIPE-100206,CUST-8038,199.0,Paid,2025-09-21 00:00:00,Professional
INV-STRIPE-100207,CUST-8829,199.0,Paid,2025-07-11 00:00:00,Professional
INV-STRIPE-100208,CUST-6443,49.0,Paid,2025-07-02 00:00:00,Basic
INV-STRIPE-100209,CUST-7248,999.0,Paid,2025-05-30 00:00:00,Enterprise
INV-STRIPE-100210,CUST-9168,199.0,Refunded,2025-01-16 00:00:00,Professional
INV-STRIPE-100211,CUST-9589,999.0,Paid,2025-05-23 00:00:00,Enterprise
INV-STRIPE-100212,CUST-5694,49.0,Paid,2025-08-13 00:00:00,Basic
INV-STRIPE-100213,CUST-8283,199.0,Failed,2025-10-25 00:00:00,Professional
INV-STRIPE-100214,CUST-9693,49.0,Paid,2025-08-31 00:00:00,Basic
INV-STRIPE-100215,CUST-7822,999.0,Paid,2025-01-13 00:00:00,Enterprise
INV-STRIPE-100216,CUST-7323,199.0,Paid,2025-01-11 00:00:00,Professional
INV-STRIPE-100217,CUST-9236,999.0,Failed,2025-07-08 00:00:00,Enterprise
INV-STRIPE-100218,CUST-5544,49.0,Paid,2025-09-20 00:00:00,Basic
INV-STRIPE-100219,CUST-6011,199.0,Refunded,2025-08-02 00:00:00,Professional
INV-STRIPE-100220,CUST-9969,49.0,Failed,2025-09-07 00:00:00,Basic
INV-STRIPE-100221,CUST-9794,199.0,Paid,2025-07-24 00:00:00,Professional
INV-STRIPE-100222,CUST-9476,199.0,Paid,2025-07-20 00:00:00,Professional
INV-STRIPE-100223,CUST-5050,199.0,Paid,2025-01-24 00:00:00,Professional
INV-STRIPE-100224,CUST-8747,49.0,Failed,2025-06-01 00:00:00,Basic
INV-STRIPE-100225,CUST-8975,199.0,Paid,2025-11-25 00:00:00,Professional
INV-STRIPE-100226,CUST-8596,49.0,Paid,2025-05-25 00:00:00,Basic
INV-STRIPE-100227,CUST-9751,999.0,Refunded,2025-10-23 00:00:00,Enterprise
INV-STRIPE-100228,CUST-5648,999.0,Refunded,2025-11-10 00:00:00,Enterprise
INV-STRIPE-100229,CUST-8249,49.0,Failed,2025-09-15 00:00:00,Basic
INV-STRIPE-100230,CUST-9408,999.0,Paid,2025-10-14 00:00:00,Enterprise
INV-STRIPE-100231,CUST-5197,49.0,Paid,2025-05-25 00:00:00,Basic
INV-STRIPE-100232,CUST-6120,49.0,Refunded,2025-07-13 00:00:00,Basic
INV-STRIPE-100233,CUST-7920,999.0,Paid,2025-06-16 00:00:00,Enterprise
INV-STRIPE-100234,CUST-5790,199.0,Paid,2025-03-13 00:00:00,Professional
INV-STRIPE-100235,CUST-9730,999.0,Paid,2025-09-24 00:00:00,Enterprise
INV-STRIPE-100236,CUST-6820,49.0,Paid,2025-05-23 00:00:00,Basic
INV-STRIPE-100237,CUST-6199,999.0,Paid,2025-10-05 00:00:00,Enterprise
INV-STRIPE-100238,CUST-7593,199.0,Paid,2025-04-18 00:00:00,Professional
INV-STRIPE-100239,CUST-6775,49.0,Failed,2025-04-28 00:00:00,Basic
INV-STRIPE-100240,CUST-7819,49.0,Paid,2025-07-31 00:00:00,Basic
INV-STRIPE-100241,CUST-6149,49.0,Paid,2025-02-26 00:00:00,Basic
INV-STRIPE-100242,CUST-5182,49.0,Failed,2025-03-26 00:00:00,Basic
INV-STRIPE-100243,CUST-5557,49.0,Paid,2025-04-15 00:00:00,Basic
INV-STRIPE-100244,CUST-9113,199.0,Refunded,2025-02-04 00:00:00,Professional
INV-STRIPE-100245,CUST-5060,199.0,Failed,2025-08-07 00:00:00,Professional
INV-STRIPE-100246,CUST-8065,49.0,Paid,2025-10-11 00:00:00,Basic
INV-STRIPE-100247,CUST-9247,49.0,Paid,2025-12-02 00:00:00,Basic
INV-STRIPE-100248,CUST-5569,49.0,Refunded,2025-01-13 00:00:00,Basic
INV-STRIPE-100249,CUST-7670,49.0,Failed,2025-08-16 00:00:00,Basic
INV-STRIPE-100250,CUST-9634,49.0,Paid,2025-04-30 00:00:00,Basic
INV-STRIPE-100251,CUST-7518,49.0,Refunded,2025-08-17 00:00:00,Basic
INV-STRIPE-100252,CUST-7293,49.0,Paid,2025-05-22 00:00:00,Basic
INV-STRIPE-100253,CUST-9518,199.0,Paid,2025-08-10 00:00:00,Professional
INV-STRIPE-100254,CUST-6566,49.0,Paid,2025-10-25 00:00:00,Basic
INV-STRIPE-100255,CUST-9726,999.0,Failed,2025-06-27 00:00:00,Enterprise
INV-STRIPE-100256,CUST-8575,999.0,Refunded,2025-01-13 00:00:00,Enterprise
INV-STRIPE-100257,CUST-7445,199.0,Paid,2025-01-07 00:00:00,Professional
INV-STRIPE-100258,CUST-5167,49.0,Paid,2025-09-25 00:00:00,Basic
INV-STRIPE-100259,CUST-8752,49.0,Failed,2025-07-09 00:00:00,Basic
INV-STRIPE-100260,CUST-8069,999.0,Paid,2025-07-05 00:00:00,Enterprise
INV-STRIPE-100261,CUST-8239,199.0,Failed,2025-05-10 00:00:00,Professional
INV-STRIPE-100262,CUST-9695,49.0,Refunded,2025-08-28 00:00:00,Basic
INV-STRIPE-100263,CUST-7575,49.0,Paid,2025-05-20 00:00:00,Basic
INV-STRIPE-100264,CUST-9260,199.0,Paid,2025-09-26 00:00:00,Professional
INV-STRIPE-100265,CUST-5074,999.0,Paid,2025-11-23 00:00:00,Enterprise
INV-STRIPE-100266,CUST-8569,999.0,Paid,2025-10-10 00:00:00,Enterprise
INV-STRIPE-100267,CUST-5213,199.0,Paid,2025-10-27 00:00:00,Professional
INV-STRIPE-100268,CUST-5449,199.0,Paid,2025-02-19 00:00:00,Professional
INV-STRIPE-100269,CUST-7488,199.0,Paid,2025-03-31 00:00:00,Professional
INV-STRIPE-100270,CUST-7324,49.0,Paid,2025-03-27 00:00:00,Basic
INV-STRIPE-100271,CUST-9966,49.0,Paid,2025-10-21 00:00:00,Basic
INV-STRIPE-100272,CUST-5228,199.0,Paid,2025-06-12 00:00:00,Professional
INV-STRIPE-100273,CUST-8777,199.0,Paid,2025-09-12 00:00:00,Professional
INV-STRIPE-100274,CUST-7390,199.0,Paid,2025-10-29 00:00:00,Professional
INV-STRIPE-100275,CUST-7796,49.0,Refunded,2025-04-02 00:00:00,Basic
INV-STRIPE-100276,CUST-9903,49.0,Paid,2025-12-25 00:00:00,Basic
INV-STRIPE-100277,CUST-8407,199.0,Paid,2025-02-18 00:00:00,Professional
INV-STRIPE-100278,CUST-7193,49.0,Refunded,2025-11-03 00:00:00,Basic
INV-STRIPE-100279,CUST-7304,199.0,Paid,2025-06-21 00:00:00,Professional
INV-STRIPE-100280,CUST-5600,49.0,Paid,2025-04-30 00:00:00,Basic
INV-STRIPE-100281,CUST-9708,199.0,Paid,2025-06-03 00:00:00,Professional
INV-STRIPE-100282,CUST-5956,199.0,Refunded,2025-11-15 00:00:00,Professional
INV-STRIPE-100283,CUST-5031,49.0,Failed,2025-05-01 00:00:00,Basic
INV-STRIPE-100284,CUST-7219,49.0,Failed,2025-01-30 00:00:00,Basic
INV-STRIPE-100285,CUST-9338,49.0,Refunded,2025-10-11 00:00:00,Basic
INV-STRIPE-100286,CUST-8062,199.0,Refunded,2025-05-22 00:00:00,Professional
INV-STRIPE-100287,CUST-5965,49.0,Failed,2025-04-22 00:00:00,Basic
INV-STRIPE-100288,CUST-9312,199.0,Paid,2025-02-14 00:00:00,Professional
INV-STRIPE-100289,CUST-7769,199.0,Paid,2025-01-27 00:00:00,Professional
INV-STRIPE-100290,CUST-6933,199.0,Paid,2025-12-03 00:00:00,Professional
INV-STRIPE-100291,CUST-6475,49.0,Refunded,2025-10-15 00:00:00,Basic
INV-STRIPE-100292,CUST-8921,999.0,Paid,2025-03-13 00:00:00,Enterprise
INV-STRIPE-100293,CUST-5242,49.0,Paid,2025-09-17 00:00:00,Basic
INV-STRIPE-100294,CUST-9895,999.0,Failed,2025-08-15 00:00:00,Enterprise
INV-STRIPE-100295,CUST-9558,999.0,Paid,2025-09-24 00:00:00,Enterprise
INV-STRIPE-100296,CUST-9891,199.0,Failed,2025-12-07 00:00:00,Professional
INV-STRIPE-100297,CUST-5181,199.0,Failed,2025-06-10 00:00:00,Professional
INV-STRIPE-100298,CUST-6512,199.0,Failed,2025-11-02 00:00:00,Professional
INV-STRIPE-100299,CUST-7979,199.0,Refunded,2025-03-11 00:00:00,Professional
INV-STRIPE-100300,CUST-6997,199.0,Paid,2025-08-19 00:00:00,Professional
INV-STRIPE-100301,CUST-6240,199.0,Paid,2025-03-14 00:00:00,Professional
INV-STRIPE-100302,CUST-7275,49.0,Paid,2025-11-22 00:00:00,Basic
INV-STRIPE-100303,CUST-7066,199.0,Paid,2025-05-27 00:00:00,Professional
INV-STRIPE-100304,CUST-5170,999.0,Paid,2025-03-13 00:00:00,Enterprise
INV-STRIPE-100305,CUST-8425,49.0,Refunded,2025-03-18 00:00:00,Basic
INV-STRIPE-100306,CUST-9607,49.0,Failed,2025-04-24 00:00:00,Basic
INV-STRIPE-100307,CUST-6022,49.0,Paid,2025-11-04 00:00:00,Basic
INV-STRIPE-100308,CUST-5079,49.0,Paid,2025-08-14 00:00:00,Basic
INV-STRIPE-100309,CUST-8945,199.0,Refunded,2025-08-11 00:00:00,Professional
INV-STRIPE-100310,CUST-5099,49.0,Refunded,2025-05-12 00:00:00,Basic
INV-STRIPE-100311,CUST-9752,49.0,Failed,2025-10-12 00:00:00,Basic
INV-STRIPE-100312,CUST-8717,199.0,Paid,2025-11-16 00:00:00,Professional
